ID,birthdate,sex_at_birth,country,environment,SES
P04931,2003-01-11,Male,Brazil,Urban,medium
P04932,1990-10-14,Male,New Zealand,Rural,medium
P04933,1988-12-03,Male,India,Urban,low
P04934,1992-02-18,Female,China,Urban,medium
P04935,2003-07-18,Male,New Zealand,Urban,high
P04936,2007-09-07,Female,Nigeria,Urban,low
P04937,1983-12-21,Female,Japan,Urban,low
P04938,1999-10-02,Male,Colombia,Urban,low
P04939,1987-01-28,Male,Argentina,Urban,medium
P04940,1994-06-07,Female,Brazil,Urban,low
P04941,1981-01-22,Male,China,Rural,medium
P04942,2005-05-13,Male,Argentina,Urban,medium
P04943,1998-05-06,Female,Colombia,Urban,high
P04944,2008-05-26,Female,Argentina,Urban,high
P04945,1983-05-20,Female,Egypt,Urban,high
P04946,2002-02-07,Male,Egypt,Urban,medium
P04947,1989-02-25,Female,United States,Urban,medium
P04948,1996-09-18,Female,Argentina,Rural,medium
P04949,2000-08-04,Female,Colombia,Urban,low
P04950,1985-02-14,Male,Mexico,Urban,low
P04951,1997-07-12,Female,New Zealand,Rural,medium
P04952,1996-07-13,Female,New Zealand,Urban,medium
P04953,1984-08-24,Female,France,Urban,high
P04954,1995-12-17,Female,Nigeria,Rural,low
P04955,1996-05-14,Male,France,Urban,medium
P04956,1997-12-09,Female,New Zealand,Urban,high
P04957,1999-07-06,Female,Argentina,Urban,medium
P04958,1998-05-05,Female,Mexico,Urban,high
P04959,1983-11-04,Male,United Kingdom,Urban,medium
P04960,2004-04-26,Male,India,Urban,low
P04961,1999-11-06,Female,Colombia,Urban,high
P04962,2001-02-27,Female,Canada,Urban,medium
P04963,1990-10-29,Male,Colombia,Urban,low
P04964,2004-10-14,Male,United Kingdom,Urban,medium
P04965,1986-10-19,Male,Argentina,Urban,low
P04966,1999-07-15,Female,Japan,Rural,high
P04967,2008-03-02,Female,Germany,Rural,low
P04968,2008-10-04,Female,South Africa,Urban,high
P04969,2007-01-14,Female,Brazil,Urban,low
P04970,2001-03-14,Male,India,Rural,medium
P04971,2001-08-19,Male,Colombia,Urban,low
P04972,2000-06-22,Male,France,Urban,low
P04973,1987-04-11,Female,India,Urban,low
P04974,1983-09-04,Female,Australia,Urban,low
P04975,1999-07-10,Female,France,Urban,low
P04976,1998-10-18,Male,United States,Urban,high
P04977,1989-03-12,Female,Japan,Rural,low
P04978,2000-02-29,Female,Fiji,Urban,high
P04979,1987-04-25,Female,China,Urban,low
P04980,1995-11-17,Male,Mexico,Urban,medium
P04981,1992-05-25,Female,India,Urban,medium
P04982,2002-11-07,Male,South Africa,Urban,medium
P04983,1988-10-08,Female,Colombia,Rural,medium
P04984,1993-12-22,Male,Canada,Rural,low
P04985,1990-03-19,Female,Nigeria,Rural,medium
P04986,1997-02-09,Female,South Africa,Urban,low
P04987,1999-07-26,Male,South Africa,Rural,medium
P04988,2001-12-09,Male,Australia,Rural,medium
P04989,2003-11-14,Male,South Africa,Rural,low
P04990,1995-05-08,Female,Colombia,Rural,low
P04991,1984-10-08,Female,India,Urban,low
P04992,2002-02-20,Female,Colombia,Rural,low
P04993,2001-03-13,Male,India,Rural,medium
P04994,1999-09-02,Male,New Zealand,Rural,medium
P04995,1983-11-14,Female,Nigeria,Urban,medium
P04996,2000-04-15,Male,New Zealand,Urban,medium
P04997,1995-11-08,Female,Nigeria,Rural,low
P04998,1985-11-15,Female,China,Urban,medium
P04999,1995-09-17,Male,Australia,Rural,medium
P05000,1999-01-25,Male,China,Rural,low
P05001,1993-04-23,Male,India,Urban,medium
P05002,2004-10-25,Male,Egypt,Rural,medium
P05003,2007-09-01,Male,United States,Rural,medium
P05004,2003-06-24,Female,South Africa,Rural,medium
P05005,1995-02-06,Male,Japan,Urban,medium
P05006,1981-06-16,Male,Japan,Urban,low
P05007,1996-08-03,Male,Mexico,Urban,medium
P05008,2004-07-03,Male,New Zealand,Rural,low
P05009,1997-02-13,Female,United States,Urban,medium
P05010,2008-11-26,Male,Mexico,Urban,low
P05011,1989-06-24,Female,India,Urban,medium
P05012,2004-05-01,Female,South Africa,Urban,low
P05013,1985-04-26,Male,Argentina,Rural,medium
P05014,1984-12-24,Male,Colombia,Rural,low
P05015,2001-07-17,Male,Mexico,Urban,low
P05016,1989-02-17,Female,Australia,Urban,medium
P05017,1999-01-08,Male,Mexico,Urban,low
P05018,2002-05-03,Male,Colombia,Rural,medium
P05019,1988-02-23,Female,Egypt,Rural,low
P05020,1990-01-26,Male,Brazil,Rural,medium
P05021,1991-07-25,Male,Egypt,Urban,medium
P05022,1990-05-31,Female,Japan,Urban,medium
P05023,1997-06-10,Female,Fiji,Urban,low
P05024,1995-01-22,Male,Canada,Urban,high
P05025,2002-12-17,Male,New Zealand,Urban,high
P05026,2007-06-10,Female,New Zealand,Urban,high
P05027,1985-02-19,Male,Japan,Urban,low
P05028,1994-12-07,Male,India,Rural,medium
P05029,2001-01-18,Male,United States,Rural,high
P05030,1994-08-21,Male,China,Urban,medium
P05031,2005-04-18,Female,Brazil,Urban,medium
P05032,1996-08-30,Male,Nigeria,Urban,high
P05033,2006-08-03,Male,New Zealand,Urban,high
P05034,2008-10-02,Male,China,Urban,medium
P05035,1989-04-26,Male,New Zealand,Rural,medium
P05036,2006-08-07,Female,Fiji,Urban,low
P05037,2007-11-20,Female,South Africa,Rural,low
P05038,1987-05-16,Male,New Zealand,Urban,high
P05039,2005-03-02,Male,Mexico,Urban,high
P05040,2002-09-08,Male,Argentina,Rural,low
P05041,1987-03-12,Male,Brazil,Urban,medium
P05042,2004-10-16,Male,United States,Rural,medium
P05043,1995-04-27,Female,Egypt,Rural,medium
P05044,2007-02-06,Female,India,Urban,medium
P05045,1986-04-23,Male,Mexico,Urban,low
P05046,1983-10-14,Female,Japan,Urban,medium
P05047,1990-01-29,Female,France,Rural,medium
P05048,1983-12-19,Female,India,Rural,low
P05049,1986-01-02,Female,France,Urban,low
P05050,1993-11-01,Female,Colombia,Urban,medium
P05051,2002-10-03,Male,Mexico,Rural,medium
P05052,1988-12-10,Female,Colombia,Rural,medium
P05053,1986-03-06,Female,Canada,Rural,medium
P05054,2003-10-07,Male,Fiji,Urban,high
P05055,1990-08-03,Male,China,Rural,medium
P05056,1993-12-11,Female,Fiji,Rural,medium
P05057,1987-12-19,Female,Argentina,Urban,medium
P05058,1999-11-30,Male,Japan,Urban,medium
P05059,1994-07-06,Female,Colombia,Urban,low
P05060,2004-09-08,Male,India,Urban,high
P05061,1996-01-17,Male,Canada,Urban,low
P05062,1984-06-03,Male,South Africa,Urban,medium
P05063,1996-04-23,Female,United Kingdom,Rural,medium
P05064,1994-08-12,Female,Nigeria,Rural,low
P05065,2002-07-25,Female,Canada,Urban,medium
P05066,1984-07-29,Female,Egypt,Urban,medium
P05067,2008-11-13,Male,Australia,Urban,medium
P05068,2002-03-09,Female,Argentina,Rural,low
P05069,1989-08-10,Male,Japan,Urban,medium
P05070,1999-12-01,Female,United Kingdom,Rural,high
P05071,1997-10-25,Female,Argentina,Urban,low
P05072,1994-12-05,Female,China,Urban,low
P05073,2005-09-04,Male,Fiji,Rural,low
P05074,2001-05-30,Male,France,Rural,medium
P05075,2005-04-16,Male,India,Rural,low
P05076,1989-12-01,Female,United Kingdom,Urban,low
P05077,1985-11-14,Male,Japan,Rural,high
P05078,2004-04-27,Female,United Kingdom,Urban,low
P05079,1982-05-23,Female,Australia,Urban,medium
P05080,1998-03-09,Male,Australia,Urban,high
P05081,2005-10-24,Female,Nigeria,Rural,medium
P05082,1999-03-16,Male,Japan,Rural,low
P05083,2008-07-05,Male,Argentina,Urban,medium
P05084,2007-04-29,Male,Nigeria,Urban,low
P05085,2003-10-13,Male,France,Urban,medium
P05086,1996-08-29,Female,Germany,Urban,low
P05087,1988-08-15,Female,Nigeria,Urban,medium
P05088,1990-07-10,Female,Brazil,Urban,medium
P05089,2008-09-11,Female,Argentina,Rural,high
P05090,1999-07-16,Male,Brazil,Urban,medium
P05091,1982-04-06,Female,Australia,Urban,medium
P05092,1984-10-28,Male,India,Urban,medium
P05093,2008-10-01,Male,South Africa,Rural,medium
P05094,1996-09-23,Female,India,Urban,high
P05095,1995-07-29,Male,Nigeria,Urban,high
P05096,2008-01-15,Male,Germany,Urban,medium
P05097,2002-04-10,Female,United Kingdom,Rural,medium
P05098,1992-09-19,Male,Fiji,Rural,medium
P05099,2008-08-09,Female,Japan,Urban,medium
P05100,1984-05-13,Male,Nigeria,Rural,high
P05101,1995-05-20,Male,Mexico,Urban,low
P05102,1999-05-26,Male,United Kingdom,Rural,medium
P05103,2004-08-22,Female,Canada,Urban,medium
P05104,1990-01-04,Female,United States,Rural,medium
P05105,1982-09-02,Female,United Kingdom,Urban,low
P05106,1991-07-03,Female,Australia,Urban,low
P05107,1995-06-27,Male,New Zealand,Urban,medium
P05108,2003-12-18,Male,Egypt,Urban,medium
P05109,2003-08-13,Female,Germany,Rural,medium
P05110,1999-11-20,Male,Germany,Rural,medium
P05111,1996-06-04,Female,South Africa,Urban,medium
P05112,2005-01-19,Male,Egypt,Urban,medium
P05113,1994-12-25,Female,Mexico,Urban,high
P05114,1996-10-16,Male,Japan,Urban,low
P05115,1988-02-22,Male,New Zealand,Rural,high
P05116,2002-03-05,Male,Fiji,Rural,low
P05117,1999-11-08,Female,New Zealand,Urban,medium
P05118,1985-10-07,Female,Fiji,Rural,medium
P05119,1985-10-15,Male,Brazil,Urban,medium
P05120,1991-09-18,Male,Canada,Urban,low
P05121,1999-11-12,Male,Brazil,Urban,low
P05122,2000-09-24,Male,Colombia,Rural,low
P05123,2005-12-30,Male,China,Urban,medium
P05124,1995-07-15,Female,Canada,Rural,medium
P05125,2004-03-18,Male,United States,Urban,medium
P05126,1999-10-31,Male,Mexico,Urban,high
P05127,1982-12-06,Female,Canada,Urban,medium
P05128,2000-07-06,Male,Canada,Rural,medium
P05129,1981-02-08,Female,China,Urban,high
P05130,2003-11-01,Female,Egypt,Urban,low
P05131,1981-11-26,Male,France,Rural,medium
P05132,1982-10-17,Male,Australia,Rural,medium
P05133,1997-03-24,Male,Canada,Rural,medium
P05134,1983-05-28,Female,Australia,Urban,medium
P05135,1990-11-26,Male,Nigeria,Urban,medium
P05136,1989-02-11,Male,Nigeria,Urban,high
P05137,1983-10-07,Male,New Zealand,Rural,low
P05138,1983-10-03,Female,New Zealand,Urban,high
P05139,1985-04-23,Female,Brazil,Urban,medium
P05140,1992-05-29,Male,United States,Urban,low
P05141,1996-07-11,Male,Germany,Rural,low
P05142,1981-07-23,Female,Colombia,Urban,medium
P05143,1982-10-23,Male,South Africa,Urban,medium
P05144,1985-12-24,Male,Colombia,Urban,high
P05145,1993-01-09,Female,New Zealand,Urban,low
P05146,1990-07-31,Female,New Zealand,Urban,low
P05147,2006-03-21,Male,Mexico,Urban,medium
P05148,2005-04-17,Female,Brazil,Urban,medium
P05149,1993-12-15,Male,South Africa,Rural,high
P05150,2000-06-14,Male,New Zealand,Urban,medium
P05151,2002-10-25,Male,China,Urban,high
P05152,1981-06-26,Female,Colombia,Urban,high
P05153,2004-09-04,Female,China,Rural,medium
P05154,2005-03-17,Male,Australia,Urban,high
P05155,1986-04-07,Male,United Kingdom,Rural,high
P05156,1988-05-19,Male,China,Urban,medium
P05157,1998-01-13,Male,Germany,Urban,low
P05158,1985-06-02,Female,Fiji,Urban,high
P05159,1987-11-25,Male,Canada,Urban,medium
P05160,1989-04-23,Male,Egypt,Urban,low
P05161,1981-12-29,Female,South Africa,Urban,low
P05162,1999-12-13,Male,Nigeria,Urban,high
P05163,1981-07-23,Female,Egypt,Urban,medium
P05164,1988-04-06,Male,China,Rural,low
P05165,2005-12-24,Female,India,Rural,medium
P05166,2005-12-18,Female,Australia,Urban,high
P05167,1996-03-30,Female,Colombia,Urban,medium
P05168,1990-09-26,Male,Fiji,Urban,medium
P05169,2008-05-21,Female,Mexico,Urban,medium
P05170,2003-02-26,Male,Mexico,Rural,high
P05171,2006-12-02,Male,India,Urban,low
P05172,1983-10-02,Male,New Zealand,Urban,high
P05173,1996-03-04,Male,South Africa,Urban,medium
P05174,1982-05-15,Male,Germany,Rural,high
P05175,1999-06-10,Male,Australia,Rural,medium
P05176,1994-06-15,Female,Colombia,Rural,medium
P05177,1993-01-23,Female,United Kingdom,Urban,medium
P05178,2002-12-20,Male,Canada,Urban,high
P05179,1991-02-23,Male,Argentina,Urban,low
P05180,1986-03-07,Male,Australia,Urban,medium
P05181,2008-05-10,Female,United States,Urban,medium
P05182,1996-09-19,Male,Canada,Urban,high
P05183,2006-05-20,Male,Australia,Urban,medium
P05184,2007-08-13,Female,New Zealand,Rural,medium
P05185,1987-10-10,Male,United Kingdom,Rural,medium
P05186,1995-07-02,Male,China,Rural,medium
P05187,1991-11-28,Male,France,Urban,medium
P05188,1996-07-07,Female,Japan,Urban,low
P05189,1993-06-23,Female,Colombia,Urban,low
P05190,2006-05-10,Male,New Zealand,Rural,high
P05191,1990-09-21,Female,India,Urban,low
P05192,2008-10-29,Female,United Kingdom,Rural,low
P05193,1989-10-18,Male,France,Urban,low
P05194,1996-07-16,Male,Australia,Rural,medium
P05195,1988-12-22,Female,Brazil,Urban,high
P05196,1996-08-25,Female,Canada,Urban,low
P05197,2006-01-16,Female,United Kingdom,Urban,medium
P05198,1995-09-14,Male,Canada,Urban,medium
P05199,1991-03-20,Female,Nigeria,Rural,low
P05200,1996-08-05,Male,Argentina,Urban,high
P05201,2000-01-20,Female,Brazil,Urban,high
P05202,1984-07-21,Female,South Africa,Urban,high
P05203,1992-09-05,Female,Mexico,Urban,low
P05204,1991-05-11,Female,Germany,Rural,medium
P05205,1998-11-11,Male,Japan,Rural,medium
P05206,2007-03-23,Male,United Kingdom,Rural,high
P05207,1982-06-27,Female,Fiji,Urban,medium
P05208,1995-12-15,Male,South Africa,Urban,high
P05209,2008-07-25,Male,Brazil,Urban,medium
P05210,2000-07-14,Male,Egypt,Urban,low
P05211,1995-04-23,Male,France,Urban,medium
P05212,1984-07-18,Male,Colombia,Rural,low
P05213,1988-02-02,Male,Fiji,Rural,medium
P05214,1982-01-16,Male,United Kingdom,Urban,medium
P05215,1986-07-15,Female,Canada,Rural,medium
P05216,2006-07-29,Male,New Zealand,Urban,medium
P05217,1991-04-23,Female,Mexico,Urban,medium
P05218,2006-05-25,Male,Australia,Rural,medium
P05219,1982-07-02,Male,Colombia,Urban,medium
P05220,2005-11-22,Female,China,Urban,low
P05221,2001-03-06,Male,Fiji,Urban,high
P05222,1993-06-25,Male,Colombia,Rural,medium
P05223,1998-05-18,Male,Egypt,Urban,medium
P05224,2006-11-18,Female,Colombia,Urban,low
P05225,2002-06-14,Male,United Kingdom,Urban,medium
P05226,1999-08-15,Female,Brazil,Urban,medium
P05227,2003-12-27,Female,Brazil,Urban,medium
P05228,1987-02-25,Female,Japan,Urban,low
P05229,2004-04-15,Female,United States,Rural,medium
P05230,1982-12-14,Male,Canada,Rural,low
P05231,1999-06-23,Male,India,Urban,low
P05232,2002-07-30,Male,Australia,Rural,medium
P05233,1993-05-25,Female,Japan,Urban,medium
P05234,1986-06-06,Female,South Africa,Urban,low
P05235,1988-08-16,Male,United Kingdom,Urban,low
P05236,1982-11-01,Male,Brazil,Rural,medium
P05237,1998-07-16,Male,United States,Urban,high
P05238,2004-07-16,Female,France,Rural,high
P05239,2001-09-08,Female,Australia,Urban,medium
P05240,1981-03-30,Female,Argentina,Rural,medium
P05241,2001-07-04,Male,United Kingdom,Urban,medium
P05242,2005-08-02,Male,Germany,Urban,high
P05243,1986-03-27,Male,Germany,Rural,low
P05244,2000-09-26,Male,Argentina,Urban,high
P05245,1991-06-03,Male,New Zealand,Urban,low
P05246,2001-10-29,Male,France,Urban,medium
P05247,2007-11-16,Female,Canada,Urban,medium
P05248,1984-06-27,Female,Fiji,Urban,low
P05249,1992-02-14,Female,Canada,Urban,medium
P05250,1986-06-11,Male,Canada,Rural,high
P05251,1992-01-29,Male,Brazil,Rural,medium
P05252,1992-02-23,Male,Fiji,Urban,medium
P05253,2004-01-31,Female,Japan,Rural,medium
P05254,1981-10-22,Male,Nigeria,Rural,high
P05255,1991-02-22,Female,New Zealand,Urban,low
P05256,1999-09-28,Male,France,Rural,medium
P05257,2003-01-13,Male,Germany,Urban,low
P05258,1995-09-29,Male,Germany,Rural,medium
P05259,1990-10-28,Female,South Africa,Urban,high
P05260,2005-02-18,Female,United Kingdom,Urban,low
P05261,1986-08-07,Male,United States,Rural,low
P05262,1993-11-28,Male,China,Urban,high
P05263,2008-06-19,Female,Nigeria,Urban,high
P05264,1993-06-11,Female,Canada,Urban,medium
P05265,2001-08-22,Male,Canada,Rural,medium
P05266,1999-10-12,Male,China,Rural,medium
P05267,1987-06-20,Female,Brazil,Urban,medium
P05268,1995-12-29,Female,Japan,Urban,medium
P05269,1995-12-31,Female,China,Rural,high
P05270,1993-08-11,Male,Brazil,Urban,medium
P05271,2004-06-06,Female,India,Rural,low
P05272,2008-12-01,Male,Japan,Urban,low
P05273,2003-11-06,Male,India,Rural,low
P05274,2006-07-19,Female,Canada,Urban,low
P05275,1992-10-05,Male,Fiji,Rural,low
P05276,1987-09-01,Male,Canada,Urban,low
P05277,1994-09-11,Female,South Africa,Urban,high
P05278,2002-11-02,Male,Canada,Urban,high
P05279,2001-07-19,Male,Canada,Urban,medium
P05280,1984-09-03,Female,Mexico,Rural,high
P05281,1993-05-16,Male,Australia,Urban,medium
P05282,1996-08-26,Male,France,Urban,medium
P05283,1993-05-30,Female,United Kingdom,Urban,low
P05284,1997-12-03,Female,China,Urban,high
P05285,1987-03-17,Female,United Kingdom,Rural,medium
P05286,2003-05-06,Female,Germany,Urban,medium
P05287,1982-04-13,Female,South Africa,Urban,medium
P05288,2000-01-24,Female,Japan,Rural,low
P05289,1987-06-16,Male,Colombia,Urban,medium
P05290,2000-05-02,Female,Mexico,Rural,low
P05291,1994-11-24,Female,Brazil,Rural,medium
P05292,2005-12-14,Male,Nigeria,Urban,low
P05293,1996-03-17,Female,Colombia,Rural,high
P05294,2000-12-29,Male,Mexico,Urban,medium
P05295,2000-08-21,Male,New Zealand,Rural,medium
P05296,1985-06-12,Male,Colombia,Urban,low
P05297,1986-06-04,Female,Argentina,Rural,high
P05298,1982-01-24,Female,Colombia,Rural,high
P05299,2004-07-26,Female,United States,Rural,medium
P05300,1997-06-16,Male,United States,Rural,low
P05301,1981-08-03,Male,Fiji,Urban,medium
P05302,1998-01-11,Female,Japan,Rural,medium
P05303,2001-08-16,Female,China,Rural,medium
P05304,1992-09-05,Male,United States,Urban,low
P05305,1990-05-18,Female,Brazil,Rural,low
P05306,1997-10-12,Male,India,Rural,medium
P05307,1997-12-13,Male,Colombia,Rural,low
P05308,1993-05-20,Male,China,Urban,low
P05309,2002-01-26,Male,Fiji,Rural,high
P05310,1986-01-22,Male,South Africa,Urban,medium
P05311,1994-08-07,Female,United States,Urban,medium
P05312,2007-07-08,Female,India,Urban,low
P05313,2008-04-26,Male,Germany,Urban,medium
P05314,2003-03-24,Male,China,Urban,medium
P05315,1999-06-19,Female,United States,Rural,low
P05316,1999-08-01,Male,New Zealand,Rural,medium
P05317,1991-09-11,Female,France,Urban,low
P05318,1999-05-31,Female,Egypt,Urban,medium
P05319,2001-12-11,Male,India,Urban,low
P05320,1983-01-12,Male,China,Urban,low
P05321,2004-08-05,Male,United Kingdom,Urban,low
P05322,1991-10-05,Male,Canada,Rural,high
P05323,1992-08-17,Male,United Kingdom,Urban,high
P05324,1986-04-04,Male,South Africa,Rural,medium
P05325,1995-07-29,Male,Fiji,Urban,low
P05326,2005-06-29,Male,United Kingdom,Urban,low
P05327,1984-06-12,Male,United States,Rural,low
P05328,1992-03-16,Female,Australia,Urban,low
P05329,1983-03-03,Female,United States,Urban,low
P05330,2005-06-16,Male,Fiji,Urban,medium
P05331,1997-09-06,Male,Germany,Urban,medium
P05332,2000-08-14,Female,South Africa,Urban,medium
P05333,2002-12-13,Female,Mexico,Rural,medium
P05334,2005-06-18,Female,France,Urban,medium
P05335,1986-10-03,Female,France,Rural,low
P05336,1991-12-23,Female,Egypt,Urban,high
P05337,1989-03-20,Male,China,Urban,medium
P05338,1996-01-27,Female,Brazil,Urban,medium
P05339,1994-05-25,Female,Mexico,Urban,low
P05340,1990-11-27,Male,Canada,Urban,high
P05341,1997-04-02,Female,China,Rural,low
P05342,1981-07-28,Female,Colombia,Urban,high
P05343,1994-12-08,Male,New Zealand,Urban,medium
P05344,1999-11-11,Male,China,Rural,medium
P05345,1983-11-18,Female,Mexico,Urban,medium
P05346,1990-09-18,Female,United States,Rural,medium
P05347,2007-08-13,Female,Australia,Rural,high
P05348,2005-06-20,Female,Egypt,Urban,high
P05349,2005-01-12,Female,India,Urban,low
P05350,1981-09-09,Male,Australia,Urban,high
P05351,2006-04-05,Male,Nigeria,Urban,medium
P05352,1992-09-16,Male,Egypt,Urban,low
P05353,1988-02-13,Female,South Africa,Rural,high
P05354,2007-07-08,Male,India,Urban,high
P05355,1998-11-26,Female,Canada,Urban,medium
P05356,1991-01-03,Female,China,Urban,low
P05357,1996-01-04,Female,Argentina,Urban,low
P05358,1999-10-15,Female,Germany,Rural,low
P05359,1998-06-08,Male,Japan,Urban,low
P05360,2007-03-12,Male,New Zealand,Urban,high
P05361,2002-09-04,Male,Mexico,Urban,medium
P05362,2008-10-09,Male,Japan,Urban,medium
P05363,1983-05-25,Female,Brazil,Urban,low
P05364,1999-06-30,Female,United States,Rural,low
P05365,2008-06-16,Female,Argentina,Urban,medium
P05366,1995-04-16,Male,Australia,Rural,high
P05367,1999-11-29,Male,Nigeria,Urban,medium
P05368,1991-10-22,Male,Argentina,Urban,medium
P05369,1999-03-21,Male,China,Rural,low
P05370,1994-09-22,Male,Canada,Urban,high
P05371,2005-10-05,Female,Colombia,Urban,medium
P05372,1987-08-06,Male,Nigeria,Rural,medium
P05373,1983-03-11,Male,Nigeria,Urban,medium
P05374,2008-01-19,Female,Australia,Urban,low
P05375,1996-07-21,Male,Fiji,Urban,medium
P05376,1984-08-26,Male,Mexico,Rural,medium
P05377,1982-10-26,Male,Fiji,Urban,low
P05378,2002-04-18,Female,Brazil,Urban,medium
P05379,1986-09-29,Male,Argentina,Urban,low
P05380,1983-09-28,Male,Egypt,Urban,medium
P05381,1985-02-08,Female,New Zealand,Urban,high
P05382,1982-11-22,Female,New Zealand,Rural,low
P05383,1991-03-31,Female,Egypt,Urban,high
P05384,1986-06-12,Male,Colombia,Urban,low
P05385,1987-03-30,Female,Japan,Rural,medium
P05386,2007-11-29,Female,Japan,Rural,medium
P05387,1984-07-14,Female,Fiji,Urban,medium
